Issue Date,Syndicate Desk,Syndicate Region,Country,Issuer,ISIN,Issuer Category,Sector,Currency,Size (EUR m),Tenor,Seniority,Coupon,IPTs,Spread at Launch (bps),Guidance,Price Tightening,Books Guide,Books Launch,Books Final,Oversubscription,New Issue Premium (bps),BNP Role,BNP Active,Sustainable
2025-02-10,London,EMEA,France,Global Innovations,FRTPFVRPQ2Q6,Corporate,Consumer,EUR,461.81,3,Senior Unsecured,Fixed,2.67,131.47,2.67,0.0,600.35,900.53,1020.6,1.09,26.93,Passive,True,True
2024-06-19,London,EMEA,Germany,Global Financial,DE2UJ2TDFIQ6,FIG,Insurance,USD,186.35,10,Senior Preferred,Fixed,4.25,118.91,4.21,0.04,279.52,503.14,559.04,2.13,36.53,Passive,True,True
2025-02-17,London,EMEA,Netherlands,Consumer Corporation,NL2SYCN0VIS7,Corporate,Healthcare,EUR,370.09,7,Senior Unsecured,Fixed,2.95,122.41,2.91,0.04,481.12,721.68,817.9,2.0,24.94,Co-Manager,False,False
2022-02-13,London,EMEA,UK,NatWest Banking Corp,GBRXX0I4ER42,FIG,Insurance,EUR,122.55,10,Senior Non-Preferred,Fixed,5.73,61.0,5.71,0.02,183.82,330.88,367.64,1.46,37.03,Documentation Agent,True,False
2023-09-30,New York,Americas,Brazil,Industrial Corporation,BRVCX15PT5D9,Corporate,Technology,CAD,172.15,5,Senior Secured,Fixed,7.21,88.71,7.21,0.0,223.8,335.7,380.46,1.03,47.73,Co-Manager,True,True
2021-02-01,London,EMEA,Netherlands,Government of Netherlands,NL7EE9ALKMS3,SSA,Sovereign,USD,473.6,5,Senior Unsecured,Fixed,2.38,19.44,2.28,0.1,852.48,1875.46,2131.2,3.91,11.07,Global Coordinator,True,True
2022-09-09,London,EMEA,Netherlands,Pharma Systems,NLXASOLANP49,Corporate,Industrial,EUR,333.56,3,Junior Subordinated,Fixed,6.03,110.45,5.9,0.13,433.63,650.44,737.17,3.76,40.96,Passive Bookrunner,False,True
2020-12-25,Hong Kong,Asia-Pacific,China,Retail Corporation,CNC25A39UP18,Corporate,Healthcare,CNY,234.65,30,Senior Unsecured,Fixed,7.35,248.22,7.31,0.04,305.05,457.58,518.59,2.44,42.24,Passive,False,False
2024-03-19,London,EMEA,United Arab Emirates,Global Holdings,AEVX9RUJ2D53,FIG,Financial Services,EUR,310.45,5,Senior Preferred,Fixed,3.11,111.8,2.95,0.16,465.67,838.21,931.34,4.32,8.39,Co-Manager,True,False
2023-01-09,London,EMEA,Switzerland,Health Solutions,CH89XNDBDX86,Corporate,Industrial,GBP,467.64,5,Senior Unsecured,Fixed,4.44,138.93,4.4,0.04,607.93,911.89,1033.48,1.93,39.39,Co-Manager,True,False
2022-03-09,Hong Kong,Asia-Pacific,South Korea,Manufacturing Corporation,KR0KG541G2G8,Corporate,Technology,CNY,187.42,10,Senior Subordinated,Fixed,5.91,107.31,5.83,0.08,243.65,365.48,414.2,4.11,49.55,Co-Manager,True,False
2025-02-20,Hong Kong,Asia-Pacific,Hong Kong,Global Holdings,HKUC4MHSIYJ2,FIG,Financial Services,USD,178.06,7,Tier 2,Fixed,5.14,167.49,5.13,0.01,267.09,480.76,534.18,1.33,6.13,Passive,True,False
2020-03-19,New York,Americas,USA,Brands Corporation,USWD8UP5BVF2,Corporate,Technology,USD,285.41,10,Senior Unsecured,Fixed,2.87,150.16,2.82,0.05,371.03,556.54,630.75,2.32,30.3,Co-Manager,True,False
2025-01-09,Hong Kong,Asia-Pacific,Singapore,Retail Solutions,SGA41738KRK9,Corporate,Healthcare,CNY,247.32,10,Senior Unsecured,Fixed,7.78,101.88,7.65,0.13,321.52,482.28,546.58,3.64,28.53,Active Bookrunner,False,False
2021-05-01,New York,Americas,Mexico,Pharma Corporation,MX9DEG9A48F8,Corporate,Technology,USD,429.78,5,Senior Unsecured,Zero-Coupon,7.49,129.11,7.37,0.12,558.71,838.07,949.81,3.62,13.73,None,False,False
2023-01-02,Hong Kong,Asia-Pacific,Hong Kong,Bio Systems,HKMVDH405GL9,Corporate,Industrial,HKD,436.01,10,Senior Unsecured,Fixed,4.26,213.33,4.25,0.01,566.81,850.21,963.58,1.24,47.96,None,True,False
2022-06-28,Hong Kong,Asia-Pacific,Japan,Industrial Innovations,JPWNOB7FHLC0,Corporate,Healthcare,HKD,406.98,10,Senior Unsecured,Floating,2.59,191.28,2.55,0.04,529.07,793.61,899.42,2.02,25.72,Active Bookrunner,True,True
2024-03-02,New York,Americas,USA,Morgan Banking Corp,USLV3CURVDM4,FIG,Insurance,USD,303.19,5,Tier 2,Fixed,5.96,74.67,5.89,0.07,454.78,818.6,909.56,3.03,44.7,Passive,False,True
2024-11-09,Hong Kong,Asia-Pacific,China,Bank of China Holdings,CNC69PSCOGG3,FIG,Insurance,HKD,163.88,5,Senior Non-Preferred,Fixed,4.97,89.24,4.95,0.02,245.82,442.48,491.64,1.46,9.58,Active Bookrunner,True,False
2024-07-31,New York,Americas,USA,Cloud Corporation,US2BU579D9A4,Corporate,Healthcare,USD,627.58,10,Senior Unsecured,Fixed,4.14,93.54,4.09,0.05,815.85,1223.78,1386.94,2.63,5.59,Co-Manager,False,True
2020-06-09,Hong Kong,Asia-Pacific,Hong Kong,Bio Corporation,HKHFLNDGKLQ9,Corporate,Technology,CNY,79.42,5,Senior Subordinated,Fixed,3.42,210.3,3.23,0.19,103.25,154.88,175.53,4.79,16.29,None,True,True
2022-03-16,London,EMEA,Netherlands,Government of Netherlands,NLSQFXM9Q7X1,SSA,Sovereign,EUR,1136.08,7,Senior Unsecured,Zero-Coupon,7.11,26.94,7.1,0.01,2044.94,4498.87,5112.35,1.31,5.16,Documentation Agent,False,False
2021-03-06,Hong Kong,Asia-Pacific,Japan,Government of Japan,JPT0ISAULMP1,SSA,Sovereign,JPY,505.13,10,Senior Unsecured,Fixed,2.6,42.28,2.55,0.05,909.23,2000.31,2273.07,3.48,21.48,Active Bookrunner,True,True
2021-10-21,New York,Americas,Mexico,Manufacturing Corporation,MXZM1XYDHQU2,Corporate,Technology,USD,477.46,5,Senior Secured,Fixed,4.22,182.19,4.18,0.04,620.7,931.05,1055.19,2.07,42.11,Documentation Agent,False,True
2020-04-21,Hong Kong,Asia-Pacific,China,ABC Holdings,CNDL519S4D00,FIG,Insurance,JPY,268.71,3,Tier 2,Floating,7.78,93.45,7.63,0.15,403.06,725.51,806.12,4.02,12.1,Co-Manager,False,False
2020-03-17,New York,Americas,Mexico,Continental Group,MXY0EOVG7CB7,FIG,Financial Services,USD,137.49,10,Senior Non-Preferred,Fixed,2.44,125.76,2.41,0.03,206.24,371.23,412.48,1.73,30.73,Passive,True,True
2023-07-02,New York,Americas,Chile,Industrial Innovations,XXN479JF28W4,Corporate,Industrial,USD,117.74,7,Senior Secured,Floating,7.72,195.22,7.64,0.08,153.06,229.59,260.2,2.81,25.15,None,False,False
2024-08-02,London,EMEA,France,Global Innovations,FRV8G14DPEU8,Corporate,Utilities,EUR,534.27,3,Senior Unsecured,Fixed,3.85,135.25,3.78,0.07,694.55,1041.82,1180.73,3.02,14.62,Active Bookrunner,False,False
2025-02-09,London,EMEA,Germany,Global Corporation,DEI2W0SA3E19,Corporate,Consumer,USD,295.45,7,Senior Unsecured,Fixed,2.7,187.58,2.55,0.15,384.08,576.12,652.94,4.85,10.35,Global Coordinator,True,False
2020-08-28,New York,Americas,Mexico,Global Group,MX0PL9B29LS8,FIG,Financial Services,USD,308.34,5,Senior Preferred,Fixed,2.93,96.36,2.87,0.06,462.51,832.52,925.02,3.36,21.7,None,True,True
2022-07-02,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Holdings,HKVXY4FGN2H9,FIG,Asset Management,USD,237.0,5,Senior Non-Preferred,Fixed,2.5,124.84,2.49,0.01,355.5,639.9,711.0,1.36,39.69,Active Bookrunner,True,False
2024-03-04,New York,Americas,USA,Bank of Financial,USRCJQ5K9NZ2,FIG,Insurance,USD,248.05,10,Senior Non-Preferred,Floating,6.5,127.48,6.49,0.01,372.08,669.74,744.16,1.59,45.42,None,True,False
2020-07-04,New York,Americas,USA,Manufacturing Corporation,USYAPTRA9EO4,Corporate,Healthcare,CAD,125.97,20,Senior Unsecured,Fixed,2.86,140.97,2.75,0.11,163.76,245.64,278.39,3.37,48.98,Co-Manager,True,False
2024-01-07,Hong Kong,Asia-Pacific,Singapore,Continental Group,SGKYXNF1V8Z3,FIG,Banks,HKD,327.58,3,Senior Preferred,Floating,4.98,146.25,4.93,0.05,491.37,884.47,982.74,2.48,40.93,Active Bookrunner,True,False
2022-07-27,Hong Kong,Asia-Pacific,China,ICBC Financial,CN5WVREPQ3U4,FIG,Financial Services,HKD,285.55,10,Senior Preferred,Fixed,5.91,119.2,5.86,0.05,428.33,770.99,856.66,2.38,42.32,None,True,True
2025-01-21,Hong Kong,Asia-Pacific,Hong Kong,Continental Banking Corp,HKUJVI7IPLM0,FIG,Financial Services,CNY,159.63,20,Tier 2,Floating,4.37,142.72,4.35,0.02,239.44,430.99,478.88,1.84,31.78,Passive,True,False
2023-10-05,Hong Kong,Asia-Pacific,Japan,Tech Systems,JPLFWVT3MLY6,Corporate,Technology,CNY,81.22,10,Senior Unsecured,Floating,4.33,139.02,4.3,0.03,105.59,158.38,179.5,2.0,34.47,None,True,False
2020-05-26,New York,Americas,USA,Citi Financial,USW6K72XXZ32,FIG,Financial Services,EUR,159.06,5,Senior Preferred,Fixed,6.31,85.27,6.22,0.09,238.59,429.46,477.18,3.19,16.16,Active Bookrunner,True,True
2022-04-14,New York,Americas,USA,Health Solutions,USPI3F1J9O64,Corporate,Healthcare,USD,308.85,5,Senior Secured,Zero-Coupon,2.42,135.17,2.38,0.04,401.51,602.26,682.57,1.86,43.73,Co-Manager,True,False
2025-01-31,London,EMEA,Germany,Metropolitan Banking Corp,DEB4XXW9VWK0,FIG,Asset Management,EUR,130.15,7,Senior Preferred,Fixed,7.62,106.13,7.43,0.19,195.23,351.41,390.46,4.97,28.78,Passive Bookrunner,False,False
2022-07-06,New York,Americas,USA,Morgan Financial,USX6Q9SAPRW6,FIG,Insurance,USD,265.77,5,Senior Preferred,Floating,4.89,96.71,4.82,0.07,398.65,717.57,797.3,3.87,16.78,Passive Bookrunner,False,True
2022-01-30,Hong Kong,Asia-Pacific,Singapore,Manufacturing Solutions,SGA40I15B613,Corporate,Healthcare,USD,369.25,5,Senior Unsecured,Fixed,4.08,92.03,3.95,0.13,480.03,720.04,816.05,4.27,29.56,None,False,False
2021-11-01,London,EMEA,UK,NatWest Banking Corp,GBZRVNXR9IA6,FIG,Asset Management,EUR,144.02,3,Senior Preferred,Fixed,7.35,110.24,7.35,0.0,216.03,388.85,432.06,1.03,28.16,Passive,True,True
2020-08-26,Hong Kong,Asia-Pacific,China,Cloud Innovations,CNKW95FUFCO3,Corporate,Technology,JPY,426.85,10,Senior Unsecured,Zero-Coupon,7.37,196.89,7.26,0.11,554.91,832.37,943.35,3.82,47.02,Active Bookrunner,False,False
2022-06-25,New York,Americas,USA,Citi Banking Corp,USGZHGACSLU3,FIG,Insurance,USD,276.88,5,Senior Non-Preferred,Floating,5.22,147.62,5.22,0.0,415.32,747.58,830.64,1.03,39.41,Co-Manager,True,False
2025-02-19,London,EMEA,France,Industrial Corporation,FRH5AZL9ML72,Corporate,Utilities,USD,140.47,3,Senior Unsecured,Fixed,2.11,142.74,2.1,0.01,182.61,273.92,310.44,1.18,22.88,None,True,False
2025-01-07,Hong Kong,Asia-Pacific,South Korea,Global Banking Corp,KR7BGPF68BU4,FIG,Banks,HKD,306.49,10,Tier 2,Fixed,4.52,135.12,4.51,0.01,459.74,827.53,919.48,1.26,22.84,Passive Bookrunner,False,False
2023-09-02,London,EMEA,UK,Transport for London,GBI64I2FK3O9,SSA,Sovereign,CHF,1035.14,10,Senior Unsecured,Zero-Coupon,4.27,40.59,4.09,0.18,1863.25,4099.15,4658.12,4.86,40.31,Global Coordinator,True,False
2025-02-13,London,EMEA,United Arab Emirates,Global Systems,AE4YAGTXJMX4,Corporate,Oil & Gas,GBP,404.42,5,Senior Unsecured,Floating,6.43,99.28,6.34,0.09,525.75,788.62,893.77,3.67,49.44,Passive Bookrunner,False,False
2025-01-03,New York,Americas,USA,Medical Systems,USFIV88FFX62,Corporate,Consumer,USD,373.38,5,Senior Unsecured,Fixed,2.74,143.87,2.58,0.16,485.39,728.09,825.16,4.85,44.2,Passive Bookrunner,False,True
2021-07-19,Hong Kong,Asia-Pacific,Hong Kong,Health Innovations,HK7W32RJ5EH8,Corporate,Healthcare,HKD,334.02,20,Senior Unsecured,Fixed,3.97,179.4,3.91,0.06,434.23,651.35,738.19,2.64,22.83,Passive Bookrunner,False,True
2025-02-14,London,EMEA,Netherlands,Retail Corporation,NLAEHPFRN845,Corporate,Technology,EUR,633.62,3,Senior Unsecured,Fixed,7.96,207.63,7.95,0.01,823.71,1235.57,1400.31,1.13,36.51,Global Coordinator,False,False
2024-09-28,London,EMEA,France,Global Corporation,FRUVKR114ES6,Corporate,Industrial,USD,377.72,3,Senior Unsecured,Fixed,2.91,165.74,2.72,0.19,491.04,736.56,834.77,4.89,41.09,Passive Bookrunner,False,False
2024-09-20,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Banking Corp,HKIJ7V2WT738,FIG,Insurance,CNY,203.5,5,Additional Tier 1,Fixed,5.31,127.74,5.22,0.09,305.25,549.45,610.5,2.83,19.79,Passive Bookrunner,False,True
2023-08-17,London,EMEA,UK,Transport for London,GB03G989CQC7,SSA,Sovereign,EUR,477.6,30,Senior Unsecured,Fixed,2.59,63.62,2.52,0.07,859.68,1891.3,2149.2,2.69,40.42,Active Bookrunner,True,True
2023-04-07,London,EMEA,Netherlands,Continental Financial,NLW8BIB3GZK6,FIG,Insurance,USD,117.85,10,Senior Non-Preferred,Fixed,2.94,119.62,2.87,0.07,176.77,318.19,353.54,2.9,28.17,Passive,True,False
2024-03-08,London,EMEA,Saudi Arabia,Global Systems,SAPRCS2D88T9,Corporate,Oil & Gas,GBP,347.17,10,Senior Secured,Floating,4.57,214.16,4.41,0.16,451.32,676.98,767.24,4.19,31.4,Co-Manager,False,False
2022-03-25,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Financial,HK140DVSF6E5,FIG,Insurance,HKD,316.73,5,Senior Preferred,Zero-Coupon,6.56,108.79,6.55,0.01,475.1,855.18,950.2,1.4,5.58,None,False,True
2022-03-11,Hong Kong,Asia-Pacific,Hong Kong,Global Financial,HK9KJEOBRHF7,FIG,Asset Management,USD,333.75,7,Senior Preferred,Zero-Coupon,3.97,108.97,3.88,0.09,500.62,901.12,1001.24,3.0,15.35,Documentation Agent,False,False
2025-02-23,Hong Kong,Asia-Pacific,China,Industrial Innovations,CNHGV1VG7R11,Corporate,Consumer,USD,378.39,1,Senior Secured,Fixed,3.91,140.33,3.88,0.03,491.91,737.87,836.25,2.09,5.12,Documentation Agent,False,False
2021-05-31,Hong Kong,Asia-Pacific,China,Brands Systems,CNBEMOAHWDF2,Corporate,Healthcare,CNY,272.85,5,Senior Unsecured,Fixed,6.73,180.05,6.64,0.09,354.71,532.06,603.01,4.15,16.16,None,True,False
2023-04-12,New York,Americas,Canada,Retail Corporation,CA4JIHT2RQD2,Corporate,Technology,USD,393.29,7,Senior Unsecured,Zero-Coupon,2.85,178.41,2.81,0.04,511.28,766.92,869.18,2.06,47.43,Co-Manager,False,True
2024-06-30,London,EMEA,Germany,Metropolitan Banking Corp,DEDFFN1POGE1,FIG,Asset Management,EUR,293.93,3,Senior Preferred,Fixed,7.37,157.07,7.34,0.03,440.89,793.6,881.78,1.66,7.96,None,False,False
2022-08-20,Hong Kong,Asia-Pacific,South Korea,Consumer Solutions,KRWNRGX8P1L6,Corporate,Consumer,USD,520.18,5,Senior Unsecured,Zero-Coupon,3.55,200.71,3.53,0.02,676.23,1014.35,1149.59,1.38,38.67,Passive,True,True
2021-05-14,London,EMEA,Netherlands,Global Financial,NLOB2HTZ53R0,FIG,Asset Management,USD,246.43,10,Tier 2,Zero-Coupon,4.49,91.14,4.36,0.13,369.64,665.35,739.28,4.05,41.3,Co-Manager,False,False
2021-07-27,London,EMEA,Germany,Engineering Solutions,DEA2YWPN9YU2,Corporate,Consumer,EUR,270.54,1,Senior Unsecured,Floating,5.87,167.43,5.83,0.04,351.7,527.55,597.89,2.73,24.32,Co-Manager,False,True
2021-11-08,New York,Americas,Canada,Government of Canada,CAGCDJNIW9A7,SSA,Sovereign,USD,539.6,1,Senior Unsecured,Fixed,4.32,11.38,4.22,0.1,971.28,2136.82,2428.2,4.8,12.33,None,False,True
2023-08-22,Hong Kong,Asia-Pacific,China,Engineering Solutions,CNOYQ3UZWMW4,Corporate,Healthcare,HKD,122.92,10,Senior Unsecured,Fixed,4.68,140.78,4.59,0.09,159.8,239.7,271.66,4.18,10.66,Active Bookrunner,False,True
2021-07-26,Hong Kong,Asia-Pacific,Japan,Mizuho Holdings,JPKR5ZDI4754,FIG,Financial Services,USD,184.83,3,Senior Preferred,Fixed,4.78,78.98,4.62,0.16,277.25,499.05,554.5,4.22,26.65,Co-Manager,False,False
2022-04-04,London,EMEA,France,Global Corporation,FRQRM1D0I557,Corporate,Utilities,USD,166.69,10,Junior Subordinated,Fixed,7.66,177.67,7.6,0.06,216.7,325.05,368.39,2.43,46.42,Passive,True,True
2020-06-17,Hong Kong,Asia-Pacific,Singapore,Cloud Innovations,SGTNOXUH9JJ9,Corporate,Healthcare,CNY,191.92,3,Senior Subordinated,Fixed,5.02,75.58,5.02,0.0,249.5,374.25,424.15,1.08,25.08,Co-Manager,False,False
2021-07-21,London,EMEA,UK,NatWest Banking Corp,GB29D9EI8M77,FIG,Banks,USD,251.34,7,Tier 2,Floating,4.83,101.61,4.72,0.11,377.01,678.62,754.02,4.06,13.88,Passive Bookrunner,False,False
2021-11-29,London,EMEA,Germany,L-Bank,DEVJ077QRKS9,SSA,Sovereign,EUR,384.36,5,Senior Unsecured,Fixed,4.78,50.8,4.69,0.09,691.85,1522.07,1729.62,4.85,30.73,Passive Bookrunner,False,True
2023-01-04,New York,Americas,Chile,Retail Solutions,XX2WUAOPQJ39,Corporate,Industrial,MXN,314.25,5,Senior Secured,Fixed,2.98,173.85,2.83,0.15,408.53,612.79,694.5,4.59,17.55,Co-Manager,True,False
2023-03-18,New York,Americas,Chile,Consumer Solutions,XX5LT9BV5S79,Corporate,Technology,USD,487.29,7,Senior Subordinated,Floating,3.41,124.41,3.32,0.09,633.48,950.22,1076.92,4.53,16.59,Documentation Agent,False,False
2025-02-24,New York,Americas,Canada,Medical Systems,CA8P6LOZTRR7,Corporate,Consumer,EUR,379.24,3,Junior Subordinated,Fixed,6.91,194.54,6.87,0.04,493.01,739.51,838.12,2.41,21.04,Passive Bookrunner,True,False
2020-03-02,London,EMEA,France,Brands Systems,FRYHY1530FM0,Corporate,Industrial,GBP,594.64,1,Senior Unsecured,Fixed,3.17,98.48,3.0,0.17,773.03,1159.55,1314.15,4.32,29.24,None,True,True
2023-01-06,Hong Kong,Asia-Pacific,China,Retail Solutions,CNS5JFH3Z1Z2,Corporate,Healthcare,JPY,547.97,5,Senior Unsecured,Fixed,7.08,96.91,7.07,0.01,712.36,1068.54,1211.01,1.44,7.52,None,True,False
2020-03-28,New York,Americas,USA,Bank of Holdings,US9E420R6V57,FIG,Banks,CAD,235.69,5,Tier 2,Fixed,4.5,75.67,4.46,0.04,353.53,636.35,707.06,2.92,22.23,Active Bookrunner,True,False
2024-11-29,Hong Kong,Asia-Pacific,China,Government of China,CN2T23RVZU92,SSA,Sovereign,JPY,435.56,5,Senior Unsecured,Fixed,5.07,47.79,4.95,0.12,784.01,1724.82,1960.03,4.99,15.21,Active Bookrunner,False,False
2023-04-13,New York,Americas,Mexico,Industrial Innovations,MX06ZQOPY7U5,Corporate,Healthcare,USD,431.43,5,Senior Unsecured,Fixed,4.56,205.72,4.55,0.01,560.86,841.29,953.46,1.59,10.92,Co-Manager,True,False
2025-02-23,New York,Americas,USA,Bio Corporation,USSFF6RA5BS5,Corporate,Healthcare,USD,283.0,10,Senior Unsecured,Fixed,7.55,221.26,7.53,0.02,367.9,551.85,625.43,1.89,13.12,Co-Manager,True,True
2022-02-27,London,EMEA,UK,Consumer Solutions,GBZF95GAXXS0,Corporate,Industrial,CHF,149.93,5,Senior Subordinated,Fixed,3.14,78.37,3.1,0.04,194.91,292.37,331.35,2.75,26.89,Co-Manager,True,False
2022-07-20,New York,Americas,Canada,Pharma Solutions,CA4RZ36ML853,Corporate,Healthcare,USD,166.68,7,Senior Unsecured,Fixed,4.06,146.41,4.01,0.05,216.68,325.02,368.36,3.12,34.22,Active Bookrunner,True,False
2020-12-02,New York,Americas,Canada,Digital Innovations,CAY11STXR0B6,Corporate,Technology,USD,479.34,1,Senior Unsecured,Fixed,2.59,169.28,2.55,0.04,623.14,934.71,1059.34,2.34,27.98,None,True,False
2020-09-12,London,EMEA,Germany,Global Innovations,DE0KDLGUO2T2,Corporate,Consumer,EUR,347.09,20,Senior Secured,Fixed,2.85,113.92,2.78,0.07,451.22,676.83,767.07,2.54,31.01,None,False,False
2023-11-21,Hong Kong,Asia-Pacific,Singapore,Pharma Systems,SGHXOKV3Z7R0,Corporate,Consumer,HKD,346.11,5,Senior Secured,Fixed,5.91,156.65,5.83,0.08,449.94,674.91,764.9,3.63,38.7,Co-Manager,False,False
2023-09-14,New York,Americas,Mexico,Retail Corporation,MX2GSDPNLQC9,Corporate,Consumer,USD,551.22,10,Senior Unsecured,Floating,2.89,132.15,2.83,0.06,716.59,1074.88,1218.2,3.02,45.26,Passive Bookrunner,True,False
2022-09-23,London,EMEA,UK,Global Corporation,GBE4CPYIKLG5,Corporate,Utilities,CHF,572.57,5,Junior Subordinated,Fixed,3.45,165.62,3.43,0.02,744.34,1116.51,1265.38,1.6,20.73,Active Bookrunner,True,True
2021-09-24,New York,Americas,USA,Medical Corporation,USY86FMXC7W7,Corporate,Technology,USD,220.85,5,Senior Unsecured,Fixed,6.38,87.91,6.28,0.1,287.11,430.67,488.09,3.55,20.42,Co-Manager,True,True
2024-11-30,London,EMEA,Switzerland,Brands Systems,CHBFF6ZJBSV1,Corporate,Healthcare,GBP,419.66,5,Senior Unsecured,Fixed,5.45,192.48,5.31,0.14,545.56,818.34,927.45,4.5,31.25,Co-Manager,False,False
2024-01-29,Hong Kong,Asia-Pacific,Japan,Mizuho Holdings,JPJ074CL2K71,FIG,Financial Services,USD,246.86,3,Senior Preferred,Fixed,3.82,53.31,3.63,0.19,370.29,666.52,740.58,4.99,18.81,Co-Manager,True,False
2020-08-12,Hong Kong,Asia-Pacific,Japan,Mizuho Financial,JPK9KP6K3DR3,FIG,Financial Services,USD,235.19,3,Additional Tier 1,Fixed,5.25,55.99,5.18,0.07,352.78,635.0,705.56,4.1,6.01,None,True,True
2025-02-13,London,EMEA,UK,Barclays Financial,GBR6BLADWED1,FIG,Insurance,USD,367.18,3,Senior Non-Preferred,Fixed,5.09,136.32,5.0,0.09,550.77,991.39,1101.54,4.74,7.64,Active Bookrunner,True,False
2022-05-17,London,EMEA,Switzerland,Engineering Solutions,CHXUHYLVYUW9,Corporate,Technology,EUR,133.4,10,Senior Unsecured,Fixed,7.38,171.93,7.31,0.07,173.42,260.13,294.81,2.52,9.88,Passive Bookrunner,True,False
2025-02-25,London,EMEA,UK,Manufacturing Systems,GBRGQO3BXFT6,Corporate,Industrial,EUR,558.41,3,Senior Subordinated,Fixed,5.9,197.17,5.85,0.05,725.93,1088.89,1234.08,3.07,45.07,Passive,True,False
2020-03-16,Hong Kong,Asia-Pacific,Hong Kong,Cloud Solutions,HKJJHCBHOQ77,Corporate,Industrial,USD,543.93,10,Senior Unsecured,Fixed,2.66,200.98,2.62,0.04,707.11,1060.66,1202.09,1.87,43.23,None,True,True
2022-01-17,New York,Americas,USA,Manufacturing Systems,USALUUWYE6H2,Corporate,Industrial,EUR,172.44,7,Senior Secured,Floating,4.8,85.77,4.77,0.03,224.17,336.25,381.09,1.61,12.25,Passive Bookrunner,False,False
2024-07-28,Hong Kong,Asia-Pacific,China,ICBC Group,CNCZPZW3TAZ8,FIG,Banks,HKD,283.9,5,Additional Tier 1,Fixed,7.64,92.92,7.56,0.08,425.85,766.53,851.7,3.49,33.74,Global Coordinator,False,False
2023-03-13,London,EMEA,France,Engineering Solutions,FRZ91CWY9GT8,Corporate,Utilities,EUR,308.73,10,Senior Unsecured,Fixed,7.0,83.41,6.93,0.07,401.35,602.03,682.3,2.54,35.22,Co-Manager,True,False
2022-09-05,London,EMEA,Germany,Retail Innovations,DEGRPKH85817,Corporate,Industrial,EUR,401.8,5,Senior Unsecured,Zero-Coupon,6.95,181.85,6.8,0.15,522.34,783.51,887.98,4.85,6.54,Passive Bookrunner,True,True
2020-10-24,Hong Kong,Asia-Pacific,South Korea,Engineering Innovations,KR859YYQ1SM6,Corporate,Healthcare,USD,327.84,10,Senior Unsecured,Fixed,5.45,222.78,5.36,0.09,426.19,639.28,724.52,4.91,32.56,None,True,False
2025-01-17,London,EMEA,Germany,Global Corporation,DEUIYEPOXRB5,Corporate,Industrial,EUR,280.1,20,Senior Subordinated,Fixed,6.6,170.63,6.55,0.05,364.13,546.19,619.02,2.75,35.02,None,False,False
2022-07-20,Hong Kong,Asia-Pacific,China,Government of China,CNZ4W0QQJWQ8,SSA,Sovereign,CNY,445.25,10,Senior Unsecured,Floating,6.16,43.52,6.11,0.05,801.45,1763.19,2003.62,2.56,38.18,Passive Bookrunner,True,True
2022-01-10,London,EMEA,Germany,Brands Solutions,DETE0XC61U55,Corporate,Industrial,USD,255.14,10,Senior Subordinated,Zero-Coupon,3.33,87.68,3.15,0.18,331.68,497.52,563.86,4.62,31.93,Co-Manager,True,False
2021-02-09,New York,Americas,Canada,Global Banking Corp,CATJ9TGL76C4,FIG,Banks,USD,196.09,5,Senior Preferred,Zero-Coupon,7.69,158.33,7.68,0.01,294.13,529.43,588.26,1.33,26.96,Passive Bookrunner,True,False
2023-05-29,New York,Americas,Canada,Industrial Corporation,CA9EW3VYZXG1,Corporate,Healthcare,USD,341.41,3,Senior Unsecured,Fixed,5.96,201.8,5.92,0.04,443.83,665.75,754.51,2.79,42.39,None,True,False
2021-03-30,London,EMEA,UK,UK Government,GB5QDMZUU529,SSA,Sovereign,EUR,437.8,3,Senior Unsecured,Fixed,5.21,30.28,5.15,0.06,788.04,1733.69,1970.1,2.38,46.98,None,False,False
2022-12-25,Hong Kong,Asia-Pacific,China,Cloud Solutions,CN6II725EIQ7,Corporate,Technology,CNY,200.1,30,Senior Unsecured,Floating,2.42,271.88,2.42,0.0,260.13,390.19,442.22,1.12,36.62,Active Bookrunner,True,False
2020-11-22,New York,Americas,Mexico,Global Holdings,MX40SEDTJ7X0,FIG,Financial Services,USD,185.77,3,Senior Preferred,Zero-Coupon,7.82,131.14,7.77,0.05,278.66,501.59,557.32,2.4,28.45,None,False,True
2022-02-07,Hong Kong,Asia-Pacific,Hong Kong,Consumer Solutions,HKS4AFKXTVM0,Corporate,Healthcare,HKD,358.53,5,Senior Secured,Fixed,5.14,91.81,5.08,0.06,466.09,699.13,792.35,2.54,41.72,Passive,True,False
